Medication_Name,Package_Size, Manufacturing_Cost , Max_Retailer_Price , Max_Consumer_Price , Max_Consumer_VAT_Price ,Year
RIZALT 10MG 6TAB,6, $6.53 , $16.32 , $21.96 , $25.69 ,2021
RIZALT RPD 10MG 12 WAFER,12, $17.50 , $43.76 , $54.70 , $64.00 ,2021
RIZALT RPD 10MG 6 WAFER,6, $8.75 , $21.88 , $29.43 , $34.43 ,2021
RIZATRIPTAN INOVAMED 10 MG 12 TAB,12, $13.06 , $32.65 , $40.81 , $47.75 ,2021
RIZATRIPTAN MELT INOVAMED 10 MG 12 TAB,12, $17.50 , $43.76 , $54.70 , $64.00 ,2021
ROCURIM 50mg/5ml 10 vials,10, $15.39 , $38.49 , $48.11 , $56.29 ,2021
RODENAL 2MG 30TAB,30, $0.94 , $2.35 , $3.22 , $3.77 ,2021
RODENAL 5MG 30TAB,30, $1.32 , $3.31 , $4.53 , $5.30 ,2021
ROFERON-A 1SYR 3MIU/0.5ML,1, $6.93 , $17.32 , $23.30 , $27.26 ,2021
ROFERON-A 1SYR 4.5MIU/0.5ML,1, $18.14 , $45.36 , $56.70 , $66.33 ,2021
RONEXINE 100MG 30TAB,30, $3.68 , $9.20 , $12.60 , $14.74 ,2021
RONEXINE 25MG 30TAB,30, $1.37 , $3.41 , $4.68 , $5.47 ,2021
ROPINIROLE TEVA 0.25MG 210TAB,210, $7.56 , $18.89 , $25.41 , $29.73 ,2021
ROPINIROLE TEVA 2MG 84TAB,84, $12.82 , $32.06 , $40.08 , $46.89 ,2021
ROPIVACAIN  2MG/ML  200ML BAG,5, $35.41 , $88.54 , $104.03 , $121.72 ,2021
ROPIVACAINE FRESENIUS 2 MG/ML 100ML 5 BAG,5, $20.18 , $50.46 , $63.07 , $73.79 ,2021
ROSUVASTATIN SANDOZ 10 MG 30 TAB,30, $7.10 , $17.74 , $23.86 , $27.91 ,2021
ROSUVASTATIN SANDOZ 20 MG 30 TAB,30, $10.38 , $25.96 , $34.92 , $40.86 ,2021
ROSUVASTATIN SANDOZ 40 MG 30 TAB,30, $14.91 , $37.28 , $46.60 , $54.52 ,2021
ROSUVASTATIN TEVA 10 MG 30TAB,30, $7.10 , $17.74 , $23.86 , $27.91 ,2021
ROSUVASTATIN TEVA 20 MG 30TAB,30, $10.38 , $25.96 , $34.92 , $40.86 ,2021
ROSUVASTATIN TEVA 40 MG 30TAB,30, $14.91 , $37.28 , $46.60 , $54.52 ,2021
ROSUVASTATIN TEVA 5 MG 30TAB,30, $6.05 , $15.13 , $20.35 , $23.81 ,2021
ROVAMYCIN 1.5MIU 16TAB,16, $5.76 , $14.40 , $19.37 , $22.66 ,2021
ROXO 150MG 20TAB,20, $3.76 , $9.40 , $12.88 , $15.07 ,2021
ROZEX GEL 30GR,30, $2.76 , $6.91 , $9.47 , $11.08 ,2021
ROZLYTREK 100 MG 30 CAPS,30, $471.29 ," $1,178.21 "," $1,296.03 "," $1,516.36 ",2021
ROZLYTREK 200 MG 90 CAPS,90," $2,827.71 "," $7,069.27 "," $7,776.19 "," $9,098.15 ",2021
RUBRACA 200MG  60TABS,60," $1,257.43 "," $3,143.57 "," $3,457.92 "," $4,045.77 ",2021
RUBRACA 250 MG 60 TAB,60," $1,314.25 "," $3,285.64 "," $3,614.20 "," $4,228.61 ",2021
RUBRACA 300 MG 60 TAB,60," $1,128.58 "," $2,821.44 "," $3,103.58 "," $3,631.19 ",2021
RUCONEST - POWDER FOR SOL FOR INJ VIAL 25ML,1, $366.21 , $915.51 ," $1,007.06 "," $1,178.27 ",2021
RULID 150MG 20 F.C.TAB,20, $3.76 , $9.40 , $12.88 , $15.07 ,2021
RUPAFIN 10 MG 30 TAB,30, $3.49 , $8.73 , $11.96 , $14.00 ,2021
RYDAPT 25 MG 112 CAPSULES,112," $6,345.37 "," $15,863.41 "," $17,449.75 "," $20,416.21 ",2021
RYDAPT 25 MG 56 CAPSULES,56," $3,172.68 "," $7,931.71 "," $8,724.88 "," $10,208.11 ",2021
RYTHMEX 150MG 30TAB,30, $1.45 , $3.64 , $4.98 , $5.83 ,2021
RYTHMEX 300MG 30TAB,30, $3.14 , $7.86 , $10.76 , $12.59 ,2021
RYTHMICAL 100MG 60CAPS,60, $3.22 , $8.05 , $11.03 , $12.90 ,2021
RYTHMICAL 150MG 60CAPS,60, $12.98 , $32.44 , $40.55 , $47.44 ,2021
RYTMONORM 150 MG 30 F.C.TAB,30, $1.45 , $3.64 , $4.98 , $5.83 ,2021
RYTMONORM 300 MG 30 F.C.TAB,30, $3.14 , $7.86 , $10.76 , $12.59 ,2021
SABRILAN 500MG 100TAB,100, $23.65 , $59.12 , $73.90 , $86.46 ,2021
SAFLUTAN 15MCG/ML OPHT SOL SINGLE DOSE 30X0.3ML,30, $6.63 , $16.58 , $22.30 , $26.09 ,2021
SALAGEN 5MG 100TAB,100, $36.51 , $91.27 , $107.24 , $125.47 ,2021
SALAZOPIRIN 500MG 100TAB,100, $5.14 , $12.84 , $17.27 , $20.21 ,2021
SALAZOPIRIN-EN 100TAB,100, $3.83 , $9.58 , $13.12 , $15.35 ,2021
SALBUTRIM INHALER CFC FREE 100MCG/DOSE 200ACT.,200, $1.44 , $3.59 , $4.92 , $5.76 ,2021
SALVAKAL 5MG 100TAB,100, $36.51 , $91.27 , $107.24 , $125.47 ,2021
SANDIMMUM CONC I.V. INF 250MG/5ML 10X5ML,10, $40.66 , $101.64 , $119.43 , $139.73 ,2021
SANDIMMUN NEO 100MG 50CAPS,50, $53.15 , $132.87 , $156.12 , $182.66 ,2021
SANDIMMUN NEO 25MG 50CAPS,50, $14.22 , $35.54 , $44.43 , $51.98 ,2021
SANDIMMUN NEO 50MG 50CAPS,50, $27.64 , $69.09 , $81.18 , $94.98 ,2021
SANDIMMUN NEO 50ML100MG/ML,50, $57.35 , $143.38 , $168.47 , $197.11 ,2021
SANDOSTATIN 0.05MG/ML 5 VIALS,5, $7.27 , $18.19 , $24.46 , $28.62 ,2021
SANDOSTATIN 0.1MG/ML,5, $7.38 , $18.44 , $24.80 , $29.01 ,2021
SANDOSTATIN 0.5MG/ML,5, $55.60 , $138.99 , $163.32 , $191.08 ,2021
SANDOSTATIN LAR VIAL 10MG,1, $190.21 , $475.52 , $558.74 , $653.72 ,2021
SANDOSTATIN LAR VIAL 20MG,1, $218.59 , $546.47 , $601.12 , $703.31 ,2021
SANDOSTATIN LAR VIAL 30MG,1, $288.69 , $721.72 , $793.89 , $928.85 ,2021
SAPHRIS 10MG 20 SUBLINGUAL TAB,20, $17.01 , $42.53 , $53.16 , $62.20 ,2021
SAPHRIS 5MG 20 SUBLINGUAL TAB,20, $17.01 , $42.53 , $53.16 , $62.20 ,2021
SATIVEX 3X10ML OROMUCOSAL SPRAY,3, $173.54 , $433.85 , $509.77 , $596.43 ,2021
SAXENDA 6MG/ML 5X3ML,5, $99.41 , $248.53 , $292.02 , $341.67 ,2021
SAYANA 104MG/0.65ML SYRINGE,1, $8.15 , $20.36 , $27.39 , $32.05 ,2021
SEASONIQUE 91 TAB,91, $10.47 , $26.17 , $35.20 , $41.18 ,2021
SEBIVO 600MG FILM COATED 28TAB,28, $175.63 , $439.08 , $515.92 , $603.63 ,2021
SEDURAL 100MG 30TAB,30, $3.31 , $8.27 , $11.33 , $13.25 ,2021
SEEBRI BREEZHALER 50 MCG 30CAPS FOR INH,30, $12.06 , $30.16 , $37.70 , $44.11 ,2021
SEGLUROMET 2.5/1000 MG 56 TAB,56, $16.41 , $41.03 , $51.29 , $60.01 ,2021
SEGLUROMET 7.5/1000 MG 56 TAB,56, $18.42 , $46.05 , $57.56 , $67.35 ,2021
SELEGILENE 5MG 50TAB,50, $8.53 , $21.32 , $28.67 , $33.55 ,2021
SELINCRO 18.06 MG 14 F.C.TAB,14, $21.62 , $54.05 , $67.57 , $79.05 ,2021
SELINCRO 18.06 MG 28 F.C.TAB,28, $43.24 , $108.11 , $127.03 , $148.62 ,2021
SELINCRO 18.06 MG 7 F.C.TAB,7, $10.81 , $27.03 , $36.35 , $42.53 ,2021
SEPTAX 1G 1VIAL,1, $2.85 , $7.13 , $9.76 , $11.42 ,2021
SEPTAX 2G 1VIAL,1, $5.70 , $14.24 , $19.15 , $22.41 ,2021
SEPTRIN AMP FOR INFUSION 10X5ML,10, $15.17 , $37.92 , $47.40 , $55.45 ,2021
SERDOLECT 16MG 28TAB,28, $39.28 , $98.20 , $115.38 , $135.00 ,2021
SERDOLECT 4MG 30TAB,30, $11.03 , $27.58 , $37.10 , $43.41 ,2021
SERENADA 100 28TAB,28, $3.32 , $8.30 , $11.37 , $13.30 ,2021
SERENADA 50 28TAB,28, $1.94 , $4.84 , $6.63 , $7.76 ,2021
SERETIDE DISKUS 50/100MCG 60DISK,60, $8.31 , $20.77 , $27.93 , $32.68 ,2021
SERETIDE DISKUS 50/250MCG 60DISK,60, $10.42 , $26.05 , $35.04 , $41.00 ,2021
SERETIDE DISKUS 50/500MCG 60DISK,60, $12.83 , $32.08 , $40.10 , $46.91 ,2021
SEREVENT DISK 50MCG 60DOSES,60, $8.24 , $20.61 , $27.72 , $32.43 ,2021
SEREVENT INHALER CFC FREE 25MCG 120 ACT,120, $7.78 , $19.45 , $26.16 , $30.61 ,2021
SEROQUEL 100MG 30TAB,30, $4.14 , $10.36 , $14.19 , $16.60 ,2021
SEROQUEL 200MG 30TAB,30, $7.38 , $18.45 , $24.82 , $29.04 ,2021
SEROQUEL 25MG 30TAB,30, $2.30 , $5.75 , $7.88 , $9.22 ,2021
SEROQUEL 300MG 30TAB,30, $10.96 , $27.40 , $36.85 , $43.11 ,2021
SEROQUEL XR 150MG 30P.R TAB,30, $6.70 , $16.76 , $22.54 , $26.38 ,2021
SEROQUEL XR 200MG 30 TAB EXTENDED RELEASE,30, $9.11 , $22.77 , $30.63 , $35.83 ,2021
SEROQUEL XR 300MG 30 TAB EXTENDED RELEASE,30, $11.37 , $28.41 , $38.22 , $44.71 ,2021
SEROQUEL XR 400MG 30 TAB EXTENDED RELEASE,30, $15.04 , $37.61 , $47.01 , $55.00 ,2021
SEROQUEL XR 50MG 30 TAB EXTENDED RELEASE,30, $4.18 , $10.46 , $14.32 , $16.76 ,2021
SEROXAT 20MG 30TAB,30, $2.85 , $7.13 , $9.77 , $11.43 ,2021
SERTRALINE TEVA 100MG 30TAB,30, $3.56 , $8.89 , $12.18 , $14.25 ,2021
SERTRALINE TEVA 50MG 30TAB,30, $2.07 , $5.19 , $7.11 , $8.31 ,2021
SETRON 1MG 10TAB,10, $19.45 , $48.62 , $60.78 , $71.11 ,2021
SEVELAMER TARO 800 MG 180TAB,180, $65.06 , $162.64 , $191.10 , $223.59 ,2021
SEVORANE 250ml,250, $60.52 , $151.30 , $177.78 , $208.00 ,2021
SHELLY 21 TAB,21, $1.73 , $4.33 , $5.93 , $6.94 ,2021
SHELLY 3X21TAB,63, $5.19 , $12.99 , $17.47 , $20.44 ,2021
SIFROL 0.25 MG 100 TAB,100, $10.71 , $26.77 , $36.00 , $42.12 ,2021
SIFROL 1.0 MG 100 TAB,100, $35.41 , $88.53 , $104.02 , $121.70 ,2021
SIFROL ER 0.375MG 30P.R TAB,30, $3.18 , $7.94 , $10.88 , $12.73 ,2021
SIFROL ER 0.75MG 30P.R TAB,30, $6.34 , $15.85 , $21.32 , $24.94 ,2021
SIFROL ER 1.5MG 30P.R TAB,30, $11.81 , $29.53 , $36.91 , $43.18 ,2021
SIGNIFOR 0.3MG/1ML 60AMP (1ML),60," $1,453.33 "," $3,633.32 "," $3,996.65 "," $4,676.08 ",2021
SIGNIFOR 0.6MG/1ML 60AMP (1ML),60," $1,628.46 "," $4,071.16 "," $4,478.27 "," $5,239.58 ",2021
SIGNIFOR 0.9MG/1ML 60AMP (1ML),60," $1,721.20 "," $4,303.00 "," $4,733.30 "," $5,537.96 ",2021
SIGNIFOR LAR 20 MG 1VIAL,1," $1,189.57 "," $2,973.92 "," $3,271.31 "," $3,827.43 ",2021
SIGNIFOR LAR 40 MG 1VIAL,1," $1,201.11 "," $3,002.77 "," $3,303.05 "," $3,864.57 ",2021
SIGNIFOR LAR 60 MG 1VIAL,1," $1,285.41 "," $3,213.53 "," $3,534.88 "," $4,135.81 ",2021
SILDENAFIL TEVA  100 MG 4 TAB,4, $7.90 , $19.76 , $26.57 , $31.09 ,2021
SILDENAFIL TEVA  100 MG 8 TAB,8, $15.81 , $39.51 , $49.39 , $57.79 ,2021
SILDENAFIL TEVA  50 MG 4 TAB,4, $6.30 , $15.75 , $21.19 , $24.79 ,2021
SILDENAFIL TEVA  50 MG 8 TAB,8, $12.60 , $31.51 , $39.38 , $46.08 ,2021
SILVEROL 100GR,100, $3.51 , $8.77 , $12.02 , $14.06 ,2021
SILVEROL 50GR,50, $1.75 , $4.39 , $6.01 , $7.03 ,2021
SIMBRINZA EYE DROPS 5 ML,5, $4.65 , $11.62 , $15.92 , $18.63 ,2021
SIMDAX 2.5 MG/ML VIAL 5ML,1, $332.11 , $830.28 , $913.31 ," $1,068.57 ",2021
SIMPONI 100MG/1ML SYR/PEN PREFILLED,1, $553.99 ," $1,384.98 "," $1,523.48 "," $1,782.47 ",2021
SIMPONI 50MG/0.5ML (0.5ML) PREFILLED PEN,1, $391.81 , $979.53 ," $1,077.49 "," $1,260.66 ",2021
SIMPONI 50MG/0.5ML PRE. SYR,1, $391.81 , $979.53 ," $1,077.49 "," $1,260.66 ",2021
SIMULECT 20MG 1VIAL,1, $426.99 ," $1,067.47 "," $1,174.22 "," $1,373.84 ",2021
SIMVACOR 10 10MG 30TAB,30, $1.22 , $3.05 , $4.18 , $4.89 ,2021
SIMVACOR 20 20MG 30TAB,30, $1.81 , $4.52 , $6.19 , $7.24 ,2021
SIMVACOR 40 40MG 30TAB,30, $2.25 , $5.63 , $7.71 , $9.02 ,2021
SIMVACOR 80 80MG 30TAB,30, $9.34 , $23.35 , $31.41 , $36.75 ,2021
SIMVASTATIN-TEVA 10MG 30TAB,30, $1.22 , $3.05 , $4.18 , $4.89 ,2021
SIMVASTATIN-TEVA 20MG 30TAB,30, $1.81 , $4.52 , $6.19 , $7.24 ,2021
SIMVASTATIN-TEVA 40MG 30TAB,30, $2.25 , $5.63 , $7.71 , $9.02 ,2021
SIMVASTATIN-TEVA 80MG 30TAB,30, $9.34 , $23.35 , $31.41 , $36.75 ,2021
SIMVAXON 10MG 30TAB,30, $1.22 , $3.05 , $4.18 , $4.89 ,2021
SIMVAXON 20MG 30TAB,30, $1.81 , $4.52 , $6.19 , $7.24 ,2021
SIMVAXON 40MG 30TAB,30, $2.25 , $5.63 , $7.71 , $9.02 ,2021
SIMVAXON 80MG 30TAB,30, $9.34 , $23.35 , $31.41 , $36.75 ,2021
SINEMET CR  50/200   100 TABS,100, $10.28 , $25.70 , $34.56 , $40.44 ,2021
SINGULAIR 10MG 28TAB,28, $5.50 , $13.74 , $18.49 , $21.63 ,2021
SINGULAIR 4MG 28SACHETS GRANULES,28, $5.52 , $13.80 , $18.56 , $21.72 ,2021
SINGULAIR 4MG PRESCHOOL KIDS 28 CHEWTAB,28, $5.44 , $13.59 , $18.28 , $21.39 ,2021
SINGULAIR 5MG 28 CHEWTAB,28, $6.41 , $16.02 , $21.55 , $25.21 ,2021
SINUFED 60MG 20TAB,20, $1.78 , $4.45 , $6.09 , $7.13 ,2021
SIRTURO 100MG 188 TABLETS,188," $10,930.43 "," $27,326.07 "," $30,058.68 "," $35,168.65 ",2021
SITAGLIPTIN  25 MG 10 TAB,10, $2.74 , $6.85 , $9.39 , $10.98 ,2021
SITAGLIPTIN 100 MG 10 TAB,10, $4.69 , $11.72 , $16.05 , $18.78 ,2021
SITAGLIPTIN 50 MG 10 TAB,10, $3.31 , $8.28 , $11.35 , $13.28 ,2021
SKYRIZI 75 MG/0.83ML 2 PFS,2," $1,505.51 "," $3,763.77 "," $4,140.14 "," $4,843.97 ",2021
SLIDER 20MG 90 F.C.TAB,90, $207.73 , $519.31 , $610.19 , $713.93 ,2021
SLOW DERALIN 160MG 30 SR CAPS,30, $2.17 , $5.43 , $7.44 , $8.71 ,2021
SLOW DERALIN 80MG 30  CAPS,30, $1.68 , $4.21 , $5.76 , $6.74 ,2021
SMOFKABIVEN 1477ML/BAG,1477, $37.01 , $92.51 , $108.70 , $127.18 ,2021
SMOFKABIVEN 1970ML/BAG,1970, $49.36 , $123.39 , $144.99 , $169.64 ,2021
SMOFKABIVEN 2463ML/BAG,2463, $61.71 , $154.27 , $181.27 , $212.09 ,2021
SMOFLIPID 200 MG/ML (100ML),100, $6.85 , $17.11 , $23.02 , $26.93 ,2021
SMOFLIPID 200 MG/ML BOTTLE 500ML,500, $34.23 , $85.57 , $100.54 , $117.64 ,2021
SODIUM BICARBONATE 8.4% 100ML 20 BOTTLES,20, $40.82 , $102.05 , $119.91 , $140.30 ,2021
SODIUM CHLORIDE S.A.L.F. 0.9 G/100 ML,30, $16.44 , $41.11 , $51.39 , $60.12 ,2021
SODIUM VALPROATE WOCKHARDT 100 MG/ML (4 ML) 5 AMP,5, $37.62 , $94.06 , $110.51 , $129.30 ,2021
SOLEZOL  40 MG/VIAL 1vial,1, $2.27 , $5.67 , $7.77 , $9.09 ,2021
SOLIAN 100MG 30TAB,30, $5.63 , $14.07 , $18.93 , $22.15 ,2021
SOLIAN 400MG 30TAB,30, $17.99 , $44.97 , $56.21 , $65.76 ,2021
SOLIFENACIN TEVA 10MG 30TAB,30, $18.25 , $45.61 , $57.02 , $66.71 ,2021
SOLIFENACIN TEVA 5MG 30TAB,30, $13.86 , $34.65 , $43.31 , $50.68 ,2021
SOLIFENACIN TRIMA 10MG 30TAB,30, $18.25 , $45.61 , $57.02 , $66.71 ,2021
SOLIFENACIN TRIMA 5MG 30TAB,30, $13.86 , $34.65 , $43.31 , $50.68 ,2021
SOLIRIS 10MG/ML VIAL 1X30ML (300MG/VIAL),1," $2,015.70 "," $5,039.24 "," $5,543.17 "," $6,485.51 ",2021
SOLU CORTEF 100MG VIAL,25, $27.61 , $69.03 , $81.11 , $94.90 ,2021
SOLU CORTEF 500 500mg/4 ml 1vial,1, $5.53 , $13.82 , $18.59 , $21.75 ,2021
SOLU MEDROL 1000 MG/16ML 1 VIAL,1, $10.59 , $26.47 , $35.61 , $41.66 ,2021
SOLU MEDROL 125MG VIAL2ML,1, $1.75 , $4.37 , $5.98 , $7.00 ,2021
SOLU MEDROL 40MG/ML,1, $1.19 , $2.98 , $4.08 , $4.78 ,2021
SOLU MEDROL 500 MG/8ML 1 VIAL,1, $9.17 , $22.92 , $30.82 , $36.06 ,2021
SOLUVIT N 10 amp,10, $61.09 , $152.73 , $179.46 , $209.97 ,2021
SOMATULINE AUTOGEL 120MG 1 PREFIL SYR,1, $498.16 ," $1,245.39 "," $1,369.93 "," $1,602.82 ",2021
SOMATULINE AUTOGEL 60MG 1 PREFIL SYR,1, $317.52 , $793.81 , $873.19 ," $1,021.63 ",2021
SOMATULINE AUTOGEL 90MG 1 PREFIL SYR,1, $399.21 , $998.03 ," $1,097.83 "," $1,284.46 ",2021
SOMATULINE P.R. 30MG KIT,1, $172.93 , $432.31 , $507.97 , $594.32 ,2021
SOMAVERT 10 MG   30 PreFilledSyringe x 1 ml solvent,30, $851.41 ," $2,128.51 "," $2,341.36 "," $2,739.40 ",2021
SOMAVERT 10MG 30VIAL+8ML,30, $851.41 ," $2,128.51 "," $2,341.36 "," $2,739.40 ",2021
SOMAVERT 15 MG  30 PreFilledSyringe x 1 ml solvent,30," $1,274.47 "," $3,186.18 "," $3,504.80 "," $4,100.61 ",2021
SOMAVERT 15MG 30VIAL+8ML,30," $1,274.47 "," $3,186.18 "," $3,504.80 "," $4,100.61 ",2021
SOMAVERT 20 MG  30 PreFilledSyringe x 1 ml solvent,30," $1,697.54 "," $4,243.85 "," $4,668.24 "," $5,461.84 ",2021
SOMAVERT 20MG 30VIAL+8ML,30," $1,697.54 "," $4,243.85 "," $4,668.24 "," $5,461.84 ",2021
SOMAVERT 25 MG 30 VIALS,30," $2,184.59 "," $5,461.48 "," $6,007.62 "," $7,028.92 ",2021
"SOMAVERT 30 MG 	30 VIALS",30," $2,621.43 "," $6,553.57 "," $7,208.93 "," $8,434.44 ",2021
SONOVUE  8 MCL/ML 1VIAL 25MG PWDR,1, $36.83 , $92.07 , $108.18 , $126.57 ,2021
SORBON 10MG 30TAB,30, $2.42 , $6.05 , $8.28 , $9.69 ,2021
SOVALDI 400MG 28 F.C.TAB,28," $4,361.90 "," $10,904.75 "," $11,995.22 "," $14,034.41 ",2021
SPASMEX 15MG 30TAB,30, $4.11 , $10.26 , $14.06 , $16.45 ,2021
SPASMEX 30MG 30TAB,30, $5.85 , $14.63 , $19.68 , $23.03 ,2021
SPASMOLYT 20MG 30TAB,30, $2.35 , $5.86 , $8.03 , $9.40 ,2021
SPINRAZA 12MG/5ML (2.4MG/ML) 1X5ML VIAL,1," $37,680.32 "," $94,200.81 "," $103,620.89 "," $121,236.44 ",2021
SPIOLTO RESPIMAT INHALER 60 ACTUATIONS (30 DOSES),60, $18.52 , $46.30 , $57.88 , $67.72 ,2021
SPIRIVA 18MCG 30 HARD CAPS+HANDIHALER,30, $11.73 , $29.34 , $36.67 , $42.90 ,2021
SPIRIVA RESPIMAT 2.5MCG 60 ACTUATIONS (30 DOSES),60, $12.35 , $30.88 , $38.60 , $45.16 ,2021
SPIRONOLACTONE TEVA (ALDOSPIRONE) 100MG 20TAB,20, $1.54 , $3.84 , $5.26 , $6.16 ,2021
SPIRONOLACTONE TEVA (ALDOSPIRONE) 25MG 20TAB,20, $0.89 , $2.22 , $3.04 , $3.55 ,2021
SPIRONOLACTONE TEVA 100MG 20TAB,20, $1.54 , $3.84 , $5.26 , $6.16 ,2021
SPIRONOLACTONE TEVA 25MG 20TAB,20, $0.89 , $2.22 , $3.04 , $3.55 ,2021
SPORANOX 100MG 14CAP,14, $5.35 , $13.36 , $17.98 , $21.03 ,2021
SPORANOX 10MG/ML 150ML,150, $28.44 , $71.09 , $83.53 , $97.73 ,2021
SPRAVATO NASAL SPRAY 28MG 2 VIALS,2, $178.65 , $446.62 , $524.78 , $614.00 ,2021
SPRAVATO NASAL SPRAY 28MG 3 VIALS,3, $267.97 , $669.94 , $736.93 , $862.21 ,2021
SPRYCEL 100MG 30 FC TAB,30," $1,132.41 "," $2,831.03 "," $3,114.14 "," $3,643.54 ",2021
SPRYCEL 20 MG  60 FILM COATED TAB,60, $602.69 ," $1,506.73 "," $1,657.40 "," $1,939.16 ",2021
SPRYCEL 50 MG 60 FILM COATED TAB,60," $1,133.43 "," $2,833.57 "," $3,116.93 "," $3,646.80 ",2021
SPRYCEL 70 MG 60 FILM COATED TAB,60," $1,142.48 "," $2,856.21 "," $3,141.83 "," $3,675.94 ",2021
STABILANOL 2 MG/ML IV  SOL. FOR INFUSION 50 ML,50, $2.70 , $6.75 , $9.25 , $10.82 ,2021
STALEVO 100/25/200MG 30TAB,30, $5.49 , $13.73 , $18.47 , $21.61 ,2021
STALEVO 125/31.25/200MG 30TAB,30, $6.09 , $15.21 , $20.46 , $23.94 ,2021
STALEVO 150/37.5/200MG 30TAB,30, $6.09 , $15.23 , $20.49 , $23.97 ,2021
STALEVO 200/50/200MG 30TAB,30, $6.65 , $16.62 , $22.35 , $26.15 ,2021
STALEVO 50/12.5/200MG 30TAB,30, $5.37 , $13.43 , $18.06 , $21.13 ,2021
STALEVO 75/18.75/200MG 30TAB,30, $4.97 , $12.43 , $16.72 , $19.57 ,2021
STAMARIL 1VIAL,1, $14.83 , $37.07 , $46.34 , $54.22 ,2021
STAPHIDERM CREAM 2% 30GR,30, $3.03 , $7.56 , $10.36 , $12.12 ,2021
STATOR 10MG 28FC TAB,28, $6.62 , $16.56 , $22.27 , $26.05 ,2021
STATOR 20MG 28FC TAB,28, $9.69 , $24.23 , $32.59 , $38.13 ,2021
STATOR 40MG 28FC TAB,28, $13.92 , $34.79 , $43.49 , $50.89 ,2021
STATOR 5MG 28 FC TAB,28, $5.65 , $14.12 , $18.99 , $22.22 ,2021
STEGLATRO 15 MG 28 tab,28, $16.74 , $41.85 , $52.31 , $61.20 ,2021
STEGLATRO 5 MG 28 TAB,28, $15.49 , $38.73 , $48.41 , $56.64 ,2021
STELARA 130MG 1 VIAL,1," $1,200.48 "," $3,001.21 "," $3,301.33 "," $3,862.56 ",2021
STELARA 45MG VIAL 1X0.5ML SOL. FOR INJ.,1," $1,127.35 "," $2,818.37 "," $3,100.20 "," $3,627.24 ",2021
STELARA 45MG/0.5ML PREFILLED SYRINGE,1," $1,127.35 "," $2,818.37 "," $3,100.20 "," $3,627.24 ",2021
STELARA 90MG/1ML PREFILLED SYRINGE,1," $1,193.28 "," $2,983.19 "," $3,281.51 "," $3,839.36 ",2021
STEROCORT 4MG 30TAB,30, $2.47 , $6.16 , $8.44 , $9.88 ,2021
STERODEX DROPS 5CC,5, $1.11 , $2.76 , $3.79 , $4.43 ,2021
STERONASE AQ SPRAY120DX55MCG,120, $4.41 , $11.02 , $15.10 , $17.66 ,2021
STILNOX 10MG 20TAB,20, $1.54 , $3.84 , $5.26 , $6.15 ,2021
STIMOFIL 300 MCG/0.5 ML 5 SYR PREFILLED,5, $74.35 , $185.87 , $218.39 , $255.52 ,2021
STIMOFIL 480 MCG/0.5 ML 5 SYR PREFILLED,5, $112.04 , $280.10 , $329.12 , $385.07 ,2021
STIVARGA 40MG 3X28 F.C.TAB,84," $1,055.87 "," $2,639.67 "," $2,903.64 "," $3,397.25 ",2021
STOCRIN 600MG 30TAB,30, $53.09 , $132.73 , $155.96 , $182.48 ,2021
STRATTERA 100MG 28 CAPS,28, $27.55 , $68.86 , $80.91 , $94.67 ,2021
STRATTERA 10MG 28CAPS,28, $16.64 , $41.59 , $51.99 , $60.82 ,2021
STRATTERA 18MG 28CAPS,28, $17.87 , $44.67 , $55.84 , $65.33 ,2021
STRATTERA 25MG 28CAPS,28, $33.33 , $83.32 , $97.90 , $114.55 ,2021
STRATTERA 4 MG/ML ORAL SOL 3 BOTTLES 100ML,3, $43.18 , $107.94 , $126.83 , $148.39 ,2021
STRATTERA 40MG 28CAPS,28, $34.06 , $85.16 , $100.07 , $117.08 ,2021
STRATTERA 60MG 28CAPS,28, $34.06 , $85.15 , $100.05 , $117.05 ,2021
STRATTERA 80MG 28 CAPS,28, $27.31 , $68.26 , $80.21 , $93.85 ,2021
STRENSIQ ® 100 MG/ML 12 VIAL  0.8ML,12," $24,770.96 "," $61,927.39 "," $68,120.13 "," $79,700.55 ",2021
STRENSIQ ® 40 MG/ML 12 vials 18mg,12," $6,073.96 "," $15,184.91 "," $16,703.40 "," $19,542.97 ",2021
STRENSIQ ® 40 MG/ML 12 vials 28mg,12," $8,673.06 "," $21,682.64 "," $23,850.91 "," $27,905.56 ",2021
STRENSIQ ® 40 MG/ML 12 VIALS 40 MG,12," $12,387.96 "," $30,969.89 "," $34,066.88 "," $39,858.25 ",2021
STRIBILD 30 F.C.TAB,30, $369.76 , $924.39 ," $1,016.83 "," $1,189.69 ",2021
STUNARONE 25MG 25TAB,25, $0.58 , $1.44 , $1.97 , $2.31 ,2021
SUBOXONE 2MG/0.5MG 28 TAB SUBLINGUAL,28, $10.42 , $26.05 , $35.04 , $41.00 ,2021
SUBOXONE 8MG/2MG 28 TAB SUBLINGUAL,28, $33.50 , $83.76 , $98.42 , $115.15 ,2021
SUBUTEX 2MG 7SUBLING TAB,7, $2.45 , $6.14 , $8.41 , $9.84 ,2021
SUBUTEX 8MG 7 SUBLING TAB,7, $6.81 , $17.02 , $22.89 , $26.78 ,2021
SULIQUA 100/33 SOL FOR INJ 3ML 5 PRE FILLED PEN,15, $41.20 , $103.00 , $121.03 , $141.60 ,2021
